image_id,det_index,crop,x1,y1,x2,y2,det_conf,species_pred,label,updated_at
250301_KEN1_0,7,crops/250301_KEN1_0_det7.jpg,1358,1034,1467,1230,0.31085070967674255,animal,raccoon,2026-07-02T13:40:54
250301_KEN1_0,8,crops/250301_KEN1_0_det8.jpg,1358,1036,1636,1364,0.24656140804290771,animal,raccoon,2026-07-02T13:40:54
250301_KEN1_0,9,crops/250301_KEN1_0_det9.jpg,1344,1184,1635,1369,0.24140565097332,animal,raccoon,2026-07-02T13:40:54
250301_KEN1_0,10,crops/250301_KEN1_0_det10.jpg,1443,1195,1634,1364,0.2122182697057724,animal,raccoon,2026-07-02T13:40:54
250301_KEN1_0,11,crops/250301_KEN1_0_det11.jpg,1151,597,1308,789,,manual,raccoon,2026-07-02T13:40:54
250301_MLTRIE_0,0,crops/250301_MLTRIE_0_det0.jpg,4306,2866,5399,3482,0.9273651838302612,animal,raccoon,2026-07-02T13:40:54
250301_MLTRIE_0,1,crops/250301_MLTRIE_0_det1.jpg,3676,2636,4271,3184,0.915621280670166,animal,raccoon,2026-07-02T13:40:54
250301_MLTRIE_0,2,crops/250301_MLTRIE_0_det2.jpg,3104,2617,3709,3144,0.8996338844299316,animal,raccoon,2026-07-02T13:40:54
250301_MLTRIE_0,3,crops/250301_MLTRIE_0_det3.jpg,2443,2907,3224,3390,0.6034356951713562,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,0,crops/250302_KEN1_0_det0.jpg,2088,1536,2341,1842,0.8953548073768616,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,1,crops/250302_KEN1_0_det1.jpg,1368,1352,1570,1573,0.8766142129898071,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,2,crops/250302_KEN1_0_det2.jpg,1843,1285,2004,1455,0.8070183396339417,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,3,crops/250302_KEN1_0_det3.jpg,1581,1224,1704,1369,0.7067258358001709,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,4,crops/250302_KEN1_0_det4.jpg,1141,1303,1326,1499,0.668790876865387,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,5,crops/250302_KEN1_0_det5.jpg,1676,1277,1824,1437,0.6147366762161255,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,6,crops/250302_KEN1_0_det6.jpg,1440,1285,1546,1453,0.38437220454216003,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,7,crops/250302_KEN1_0_det7.jpg,1748,1202,1933,1411,0.35121139883995056,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,8,crops/250302_KEN1_0_det8.jpg,1983,1253,2139,1418,0.32333093881607056,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,9,crops/250302_KEN1_0_det9.jpg,1984,1259,2256,1453,0.27917933464050293,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,10,crops/250302_KEN1_0_det10.jpg,1142,1303,1386,1499,0.24021537601947784,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,11,crops/250302_KEN1_0_det11.jpg,2051,1287,2260,1455,0.21763724088668823,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,12,crops/250302_KEN1_0_det12.jpg,1748,1201,2001,1415,0.20433995127677917,animal,raccoon,2026-07-02T13:40:54
250302_KEN1_0,13,crops/250302_KEN1_0_det13.jpg,1462,635,1688,932,,manual,raccoon,2026-07-02T13:40:54
250303_KEN1_0,0,crops/250303_KEN1_0_det0.jpg,1682,1210,1871,1400,0.8020942211151123,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,1,crops/250303_KEN1_0_det1.jpg,1527,1260,1702,1444,0.74695885181427,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,2,crops/250303_KEN1_0_det2.jpg,2096,1485,2451,1759,0.7047208547592163,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,3,crops/250303_KEN1_0_det3.jpg,1858,1306,2103,1458,0.691885769367218,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,4,crops/250303_KEN1_0_det4.jpg,1776,1281,1943,1451,0.6199408173561096,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,5,crops/250303_KEN1_0_det5.jpg,1857,1207,2030,1337,0.46033579111099243,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,6,crops/250303_KEN1_0_det6.jpg,1310,1252,1501,1434,0.38280150294303894,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,7,crops/250303_KEN1_0_det7.jpg,1407,1204,1547,1427,0.26590681076049805,animal,raccoon,2026-07-02T13:40:54
250303_KEN1_0,8,crops/250303_KEN1_0_det8.jpg,1481,625,1721,936,,manual,raccoon,2026-07-02T13:40:54
250305_KEN1_0,0,crops/250305_KEN1_0_det0.jpg,407,898,954,1363,0.9033722281455994,animal,buck,2026-07-02T13:40:54
250305_KEN1_0,1,crops/250305_KEN1_0_det1.jpg,1105,1056,1628,1737,0.7057864665985107,animal,buck,2026-07-02T13:40:54
250305_KEN1_0,2,crops/250305_KEN1_0_det2.jpg,215,1225,468,1476,0.7029985785484314,animal,raccoon,2026-07-02T13:40:54
250305_KEN1_0,3,crops/250305_KEN1_0_det3.jpg,1103,762,1644,1739,0.2645750343799591,animal,false_positive,2026-07-02T13:40:54
250305_KEN1_0,4,crops/250305_KEN1_0_det4.jpg,911,1218,997,1320,0.24559754133224487,animal,raccoon,2026-07-02T13:40:54
250306_BSHNL_0,0,crops/250306_BSHNL_0_det0.jpg,288,1161,538,1328,0.8711960315704346,animal,cat,2026-07-02T13:40:54
250306_KEN1_1,0,crops/250306_KEN1_1_det0.jpg,320,1369,769,1669,0.9267898797988892,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,1,crops/250306_KEN1_1_det1.jpg,993,1375,1289,1656,0.9122983813285828,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,2,crops/250306_KEN1_1_det2.jpg,1246,1271,1476,1443,0.9063987731933594,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,3,crops/250306_KEN1_1_det3.jpg,1498,1359,1827,1559,0.8972706198692322,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,4,crops/250306_KEN1_1_det4.jpg,642,1227,815,1388,0.7387102842330933,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,5,crops/250306_KEN1_1_det5.jpg,887,1219,1130,1374,0.7116438746452332,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,6,crops/250306_KEN1_1_det6.jpg,1980,1141,2204,1295,0.37484210729599,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,7,crops/250306_KEN1_1_det7.jpg,400,1208,550,1382,0.2159448266029358,animal,raccoon,2026-07-02T13:40:54
250306_KEN1_1,8,crops/250306_KEN1_1_det8.jpg,501,1095,583,1199,0.20780056715011597,animal,raccoon,2026-07-02T13:40:54
250306_MLTRIE_0,0,crops/250306_MLTRIE_0_det0.jpg,6356,2978,7306,3455,0.8323554396629333,animal,possum,2026-07-02T13:40:54
250307_KEN1_0,0,crops/250307_KEN1_0_det0.jpg,1213,941,1996,1623,0.961340606212616,animal,buck,2026-07-02T13:40:54
250307_KEN1_0,1,crops/250307_KEN1_0_det1.jpg,334,1030,710,1392,0.9468836784362793,animal,doe,2026-07-02T13:40:54
250307_KEN1_1,0,crops/250307_KEN1_1_det0.jpg,662,1434,903,1689,0.9112443923950195,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,1,crops/250307_KEN1_1_det1.jpg,1289,1316,1487,1517,0.9025148153305054,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,2,crops/250307_KEN1_1_det2.jpg,1488,1265,1767,1443,0.8685827255249023,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,3,crops/250307_KEN1_1_det3.jpg,986,1253,1143,1456,0.8632902503013611,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,4,crops/250307_KEN1_1_det4.jpg,1120,1208,1327,1370,0.8603441119194031,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,5,crops/250307_KEN1_1_det5.jpg,612,1266,726,1443,0.8599847555160522,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,6,crops/250307_KEN1_1_det6.jpg,479,1304,621,1491,0.8408860564231873,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,7,crops/250307_KEN1_1_det7.jpg,231,1251,336,1374,0.46257877349853516,animal,raccoon,2026-07-02T13:40:54
250307_KEN1_1,8,crops/250307_KEN1_1_det8.jpg,222,1245,342,1392,0.414027601480484,animal,false_positive,2026-07-02T13:40:54
250307_MTLRIE_0,0,crops/250307_MTLRIE_0_det0.jpg,2989,1259,3448,2265,0.80977863073349,animal,raccoon,2026-07-02T13:40:54
250307_MTLRIE_0,1,crops/250307_MTLRIE_0_det1.jpg,2488,2516,2950,3377,,manual,raccoon,2026-07-02T13:40:54
250310_BSHNL_0,0,crops/250310_BSHNL_0_det0.jpg,636,456,1370,1391,0.2379680573940277,animal,false_positive,2026-07-02T13:40:54
250310_BSHNL_0,1,crops/250310_BSHNL_0_det1.jpg,883,787,1104,984,,manual,raccoon,2026-07-02T13:40:54
250310_BSHNL_0,2,crops/250310_BSHNL_0_det2.jpg,819,1136,966,1345,,manual,raccoon,2026-07-02T13:40:54
250312_ROAD_0,0,crops/250312_ROAD_0_det0.jpg,3011,1042,5298,3425,0.9801950454711914,animal,buck,2026-07-02T13:40:54
250314_KEN1_0,0,crops/250314_KEN1_0_det0.jpg,2122,996,2540,1338,0.9310357570648193,animal,doe,2026-07-02T13:40:54
250314_KEN1_0,1,crops/250314_KEN1_0_det1.jpg,1166,1107,1417,1385,0.8227376341819763,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,2,crops/250314_KEN1_0_det2.jpg,1416,1130,1611,1459,0.8182808756828308,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,3,crops/250314_KEN1_0_det3.jpg,87,1095,169,1256,0.7208412289619446,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,4,crops/250314_KEN1_0_det4.jpg,2455,939,2548,1038,0.7081750631332397,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,5,crops/250314_KEN1_0_det5.jpg,620,1093,717,1244,0.7042592763900757,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,6,crops/250314_KEN1_0_det6.jpg,242,1157,370,1372,0.6707690358161926,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,7,crops/250314_KEN1_0_det7.jpg,1622,1084,1756,1247,0.6577003598213196,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,8,crops/250314_KEN1_0_det8.jpg,1781,1008,1897,1208,0.5812687277793884,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,9,crops/250314_KEN1_0_det9.jpg,195,1105,269,1184,0.5655103325843811,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,10,crops/250314_KEN1_0_det10.jpg,884,1069,986,1289,0.5287038087844849,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,11,crops/250314_KEN1_0_det11.jpg,1300,1067,1393,1176,0.43439432978630066,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,12,crops/250314_KEN1_0_det12.jpg,1162,955,1288,1132,0.31530046463012695,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,13,crops/250314_KEN1_0_det13.jpg,408,1077,474,1161,0.22910325229167938,animal,turkey,2026-07-02T13:40:54
250314_KEN1_0,14,crops/250314_KEN1_0_det14.jpg,693,1293,878,1497,,manual,turkey,2026-07-02T13:40:54
250318_BOB_0,0,crops/250318_BOB_0_det0.jpg,1694,1919,2087,2460,0.936798095703125,animal,doe,2026-07-02T13:40:54
250318_BOB_0,1,crops/250318_BOB_0_det1.jpg,0,2052,355,2696,0.8002314567565918,animal,deer_unknown,2026-07-02T13:40:54
250318_BOB_0,2,crops/250318_BOB_0_det2.jpg,2927,2225,3276,2478,0.5003389716148376,animal,raccoon,2026-07-02T13:40:54
250318_BOB_0,3,crops/250318_BOB_0_det3.jpg,2928,2224,3199,2478,0.3055761158466339,animal,false_positive,2026-07-02T13:40:54
250318_BOB_0,4,crops/250318_BOB_0_det4.jpg,3075,1281,3494,1780,,manual,raccoon,2026-07-02T13:40:54
250324_BSHNL_0,0,crops/250324_BSHNL_0_det0.jpg,1627,918,1852,1222,0.881921112537384,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_1,0,crops/250324_BSHNL_1_det0.jpg,1098,913,1347,1171,0.9378353357315063,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_2,0,crops/250324_BSHNL_2_det0.jpg,1067,980,1293,1246,0.9436426162719727,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,0,crops/250324_BSHNL_3_det0.jpg,1462,1451,1669,1667,0.8754155039787292,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,1,crops/250324_BSHNL_3_det1.jpg,902,1407,1092,1626,0.7122496962547302,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,2,crops/250324_BSHNL_3_det2.jpg,1326,1520,1474,1714,0.7026123404502869,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,3,crops/250324_BSHNL_3_det3.jpg,1262,1439,1404,1622,0.6853722333908081,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,4,crops/250324_BSHNL_3_det4.jpg,1373,1394,1525,1559,0.6778470277786255,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,5,crops/250324_BSHNL_3_det5.jpg,1679,1430,1873,1666,0.6437724232673645,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,6,crops/250324_BSHNL_3_det6.jpg,1630,1389,1860,1642,0.537257194519043,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_3,7,crops/250324_BSHNL_3_det7.jpg,1657,907,1894,1242,,manual,raccoon,2026-07-02T13:40:54
250324_BSHNL_4,0,crops/250324_BSHNL_4_det0.jpg,1536,1433,1883,1674,0.9080962538719177,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_4,1,crops/250324_BSHNL_4_det1.jpg,1039,1504,1265,1707,0.9050105810165405,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_4,2,crops/250324_BSHNL_4_det2.jpg,1230,1413,1404,1606,0.8896148204803467,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_4,3,crops/250324_BSHNL_4_det3.jpg,1405,1438,1610,1624,0.6476028561592102,animal,raccoon,2026-07-02T13:40:54
250324_BSHNL_4,4,crops/250324_BSHNL_4_det4.jpg,1534,649,1723,940,,manual,raccoon,2026-07-02T13:40:54
250329_BSHNL_0,0,crops/250329_BSHNL_0_det0.jpg,1637,1675,1855,1843,0.9154221415519714,animal,raccoon,2026-07-02T13:40:54
250329_BSHNL_0,1,crops/250329_BSHNL_0_det1.jpg,1268,1712,1542,1843,0.8594788312911987,animal,raccoon,2026-07-02T13:40:54
250329_BSHNL_0,2,crops/250329_BSHNL_0_det2.jpg,1400,211,1708,942,0.3683634400367737,animal,false_positive,2026-07-02T13:40:54
250329_BSHNL_0,3,crops/250329_BSHNL_0_det3.jpg,1473,190,1677,409,,manual,raccoon,2026-07-02T13:40:54
250329_KEN1_0,0,crops/250329_KEN1_0_det0.jpg,0,763,408,1496,0.9568570852279663,animal,buck,2026-07-02T13:40:54
250329_KEN1_0,1,crops/250329_KEN1_0_det1.jpg,1048,1173,1173,1379,0.833753228187561,animal,raccoon,2026-07-02T13:40:54
250329_KEN1_1,0,crops/250329_KEN1_1_det0.jpg,1483,859,1881,1319,0.8917362093925476,animal,buck,2026-07-02T13:40:54
250329_KEN1_1,1,crops/250329_KEN1_1_det1.jpg,927,1352,1214,1841,0.8679065704345703,animal,turkey,2026-07-02T13:40:54
250329_KEN1_1,2,crops/250329_KEN1_1_det2.jpg,895,1165,1024,1368,0.7955231070518494,animal,raccoon,2026-07-02T13:40:54
250329_KEN1_1,3,crops/250329_KEN1_1_det3.jpg,1310,971,1360,1086,0.7445006370544434,animal,turkey,2026-07-02T13:40:54
250329_KEN1_1,4,crops/250329_KEN1_1_det4.jpg,732,1201,858,1335,0.7366248369216919,animal,raccoon,2026-07-02T13:40:54
250329_KEN1_1,5,crops/250329_KEN1_1_det5.jpg,1491,1334,1680,1522,,manual,turkey,2026-07-02T13:40:54
250330_BSHNL_0,0,crops/250330_BSHNL_0_det0.jpg,1443,1360,1721,1552,0.9059932827949524,animal,raccoon,2026-07-02T13:40:54
250330_BSHNL_0,1,crops/250330_BSHNL_0_det1.jpg,1876,1331,2179,1594,0.7938281893730164,animal,raccoon,2026-07-02T13:40:54
250330_BSHNL_0,2,crops/250330_BSHNL_0_det2.jpg,1769,1383,1921,1559,0.3948287069797516,animal,raccoon,2026-07-02T13:40:54
250330_BSHNL_0,3,crops/250330_BSHNL_0_det3.jpg,1701,1375,1924,1559,0.23842893540859222,animal,false_positive,2026-07-02T13:40:54
250330_BSHNL_0,4,crops/250330_BSHNL_0_det4.jpg,1866,667,2111,1002,,manual,raccoon,2026-07-02T13:40:54
250410_KEN1_0,0,crops/250410_KEN1_0_det0.jpg,791,1700,1134,1843,0.8800065517425537,animal,false_positive,2026-07-02T13:40:54
250410_KEN1_0,1,crops/250410_KEN1_0_det1.jpg,1744,1271,1949,1465,0.8567075729370117,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,2,crops/250410_KEN1_0_det2.jpg,631,1290,840,1474,0.8162124752998352,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,3,crops/250410_KEN1_0_det3.jpg,1519,1254,1688,1422,0.7646076679229736,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,4,crops/250410_KEN1_0_det4.jpg,1364,1311,1530,1442,0.659627377986908,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,5,crops/250410_KEN1_0_det5.jpg,1284,1247,1395,1431,0.46385031938552856,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,6,crops/250410_KEN1_0_det6.jpg,1285,1241,1394,1431,0.4545573592185974,animal,false_positive,2026-07-02T13:40:54
250410_KEN1_0,7,crops/250410_KEN1_0_det7.jpg,1581,1220,1733,1366,0.4344349205493927,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,8,crops/250410_KEN1_0_det8.jpg,1103,1242,1305,1437,0.39109960198402405,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,9,crops/250410_KEN1_0_det9.jpg,1476,1194,1562,1337,0.3345005214214325,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,10,crops/250410_KEN1_0_det10.jpg,1094,1262,1188,1401,0.3011208474636078,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,11,crops/250410_KEN1_0_det11.jpg,929,1199,1145,1440,0.2400578111410141,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,12,crops/250410_KEN1_0_det12.jpg,1580,1220,1719,1351,0.2252642661333084,animal,raccoon,2026-07-02T13:40:54
250410_KEN1_0,13,crops/250410_KEN1_0_det13.jpg,927,1197,1030,1322,0.21858511865139008,animal,false_positive,2026-07-02T13:40:54
250415_KEN1_0,0,crops/250415_KEN1_0_det0.jpg,2187,1118,2451,1293,0.8491203188896179,animal,turkey,2026-07-02T13:40:54
250415_KEN1_0,1,crops/250415_KEN1_0_det1.jpg,0,1021,138,1167,0.771562933921814,animal,false_positive,2026-07-02T13:40:54
250415_KEN1_0,2,crops/250415_KEN1_0_det2.jpg,1471,1117,1690,1286,0.7376652956008911,animal,turkey,2026-07-02T13:40:54
250415_KEN1_0,3,crops/250415_KEN1_0_det3.jpg,1456,901,1576,1096,0.524507462978363,animal,false_positive,2026-07-02T13:40:54
250415_KEN1_0,4,crops/250415_KEN1_0_det4.jpg,1167,1047,1483,1330,0.48634225130081177,animal,turkey,2026-07-02T13:40:54
250415_KEN1_0,5,crops/250415_KEN1_0_det5.jpg,436,1050,557,1256,0.2425001561641693,animal,turkey,2026-07-02T13:40:54
250525_STLTH_0,0,crops/250525_STLTH_0_det0.jpg,2397,1055,3187,2040,0.9585192799568176,animal,buck,2026-07-02T13:40:54
250528_STLTH_0,0,crops/250528_STLTH_0_det0.jpg,2309,1206,3428,2041,0.8976901173591614,animal,buck,2026-07-02T13:40:54
250608_TC1_0,0,crops/250608_TC1_0_det0.jpg,2476,1330,2827,2299,0.9111009240150452,animal,doe,2026-07-02T13:40:54
250608_TC1_0,1,crops/250608_TC1_0_det1.jpg,2192,1840,2535,2323,0.8306851387023926,animal,fawn,2026-07-02T13:40:54
250610_CAM1_0,0,crops/250610_CAM1_0_det0.jpg,1668,336,1920,867,0.9002054929733276,animal,buck,2026-07-02T13:40:54
250611_CAM1_0,0,crops/250611_CAM1_0_det0.jpg,661,420,923,749,0.9406156539916992,animal,buck,2026-07-02T13:40:54
250618_TC1,0,crops/250618_TC1_det0.jpg,327,1160,879,1426,0.7244685292243958,animal,doe,2026-07-02T13:40:54
250619_KEN1_0,0,crops/250619_KEN1_0_det0.jpg,1462,969,1841,1343,0.8941279053688049,animal,buck,2026-07-02T13:40:54
250619_KEN1_0,1,crops/250619_KEN1_0_det1.jpg,0,993,170,1180,0.5198543071746826,animal,deer_unknown,2026-07-02T13:40:54
250630_BSHNL_0,0,crops/250630_BSHNL_0_det0.jpg,121,926,522,1230,0.9333917498588562,animal,buck,2026-07-02T13:40:54
250630_BSHNL_0,1,crops/250630_BSHNL_0_det1.jpg,1746,1087,2092,1277,0.9104836583137512,animal,doe,2026-07-02T13:40:54
250706_TC1_0,0,crops/250706_TC1_0_det0.jpg,0,1079,138,1399,0.8554432392120361,animal,buck,2026-07-02T13:40:54
250706_TC1_0,1,crops/250706_TC1_0_det1.jpg,1048,1225,1392,1738,0.8244649767875671,animal,buck,2026-07-02T13:40:54
250706_TC1_0,2,crops/250706_TC1_0_det2.jpg,263,1160,571,1504,0.8162615299224854,animal,buck,2026-07-02T13:40:54
250720_BSHNL_000,0,crops/250720_BSHNL_000_det0.jpg,160,927,386,1453,0.9319080114364624,animal,buck,2026-07-02T13:40:54
250721_BSHNL_000,0,crops/250721_BSHNL_000_det0.jpg,1743,1183,2239,1700,0.9378289580345154,animal,doe,2026-07-02T13:40:54
250721_BSHNL_000,1,crops/250721_BSHNL_000_det1.jpg,1195,1113,1554,1653,0.9245089888572693,animal,false_positive,2026-07-02T13:40:54
